,Psalm,Verse,hebrew_lemmas,septuagint_lemmas,gallican_psalter_lemmas,hebrew_psalter_lemmas
478,34,15,סור רע עשה טוב ביקש שלום רדף,εκκλινός ἕπομαι κάκομαι καίω ποιέω ἄγαθος ζητέω ειρηνός καίω διώκω ἑαυτοῦ,dever ab malum et facio bonum inquiro pax et persequor is,recedo ab malum et facio bonum quaero pax et persequor is
479,34,16,עין יהוה אל צדיק אוזן אל שוע,οφθαλμός κύριος ἕπομαι δίκαιος καίω οἴομαι αὐτάω ἐίω δεάω αὐτός,oculus dominus super iustus et auris is in prex is,oculus dominus ad iustus et auris is ad clamor is
480,34,17,פן יהוה עשו רע להכרית ארץ זכר,προσόπτω δέω κύριος ἕπομαι ποιόω κάκτε τις ἐξολεθρεύω ἵημι γης τῷς μνημοσυνον αὐτός,facio dominus super facio malum ut perdo de terra memoria is,vultus dominus super facio malum ut perdo de terra memoria is
481,34,18,צעקה אלוהים שמע כול צר הציל,ἐκράγνυμι οἶδα δικαιόω καίω ὁ κυριος εισακούω αὐτός καίω ἵημι πάσσω τίνω θλίψις αὐτός ἐρύω αὐτός,clamaesum iustus et dominus exaudio et ex omnis tribulatio is libero is,clamaesum et dominus exaudio et ex omnis tribulatio is libero is
482,34,19,קרוב יהוה לנשברי לב את דכא רוח יושיע,εἴγω κυριος ὁ συντρίπτω τημ καραίνω καίω του ταπύνος τίω πνευμάς σώζω,iuxta sum dominus hic qui tribulo sum cor et humilis spiritus salvo,iuxta sum dominus contrita cor et confraho spiritus salvo
483,34,20,רב רעה צדיק כול הציל יהוה,πολύς ἵημι θλίπτω τίνω δικαιόω καίω ἵημι πάσσω αὐτός ρύομαι αὐτός,multus tribulatio iustus et de omnis hic libero is,multus tribulatio iustus et ex omnis ille libero is dominus
484,34,21,שמר כל עצם אחד מהנה לא נשבר,κυριος φυλάσσω παντάω τῷ οἶτα αὐτός εἶμι ἐκ αὐτός οὐδόω συντριβάω,dominus custodio omnis os is unus ex hic non contireo,custodio omnis os is unus ex is non confringo
485,34,22,תמותה רשע רע ושנאי צדיק הואשם,θανατος αμάρτωλος πονηρος καίω οἶδα μισέω τίνω δικαιόω πλημμελέω,mors peccatum pessimus et qui oderor iustus delinquo,interficio impius malitia et odio iustus supero
486,34,23,פודה יהוה נפש עבד לא אשם כל חסין בו,λυτρόομαι κυριος ψυχή δοῦλος αὐτάω καίω οὐδόω μή πλημμελέω παντάω οἶδα ελπίζω εἶπον αυτον,redeo dominus anima servus suus et non delinquo omnis qui spero in is,redeo dominus anima servus suus et non pecco omnis spero in is
487,35,1,דוד ריבה יהוה את יריב לחם את לחמי,τίω δαυιδάω δικάζω κυρίω του αδικόομαι ἐγώ πολεμέω του πολεμέω ἐγώ,hic davida iudo dominus noceo ego expugna expugno ego,davida iudo dominus adversarius meus pugna contra pugno ego
488,35,2,החזיק מגן וצנה קומה בעזרת,ἑπιλαμβάνω ὁπλόω καίω θυράω καίω αἰνάνω ἐίω βοηθής ἐγώ,adprehendo arma et scutus et exsurgo in adiutorium ego,adprehendo scutus et hasta et consurgo in auxilium meus
489,35,3,יישר חנית סגר לקראת רדף אמר נפש ישע אני,εκχεός ρομφαιός καίω συγκλείω ἐκ εναντίας τίνω καταδιώκω ἐγώ εἶπον τῆ ψυχη ἐγώ σωτηρια σύ εγω ειμι,effundo framo et concludo advisceo is qui persequor ego dico anima meus salus tuus ego sum,evago gladius et praeoccupo ex adverso persequor ego dico anima meus salus tuus ego sum
490,35,4,יבש ויכלמו מבקש נפש נסוג אחור פרפר חישב רע,αισχυνθητέω καίω εντραπητώσ οἶδα ζητέω τημ ψυχή ἐγώ αἰπτραφητόω ἐίω τῷ οἶπον καίω καταισχυνθητω οἶδα λογίζομαι ἐγώ κάκτε,confundo et revereo quaero anima meus averto retrorsus et confundo cogito ego malum,confundo et revereo qui quaero anima meus converto retrorsus et confundo qui cogito malum ego
491,35,5,היי נץ לפני רוח מלאך יהוה דוחה,γίγνομαι ὠθέω χνώς κάθημαι προσόπτω αἰμέμω καίω αγγελος κύριος εκθλίβω αὐτός,fio tamquam pulva ante facies vens et angelus dominus coarto is,fio sicut pulva ante facies vens et angelus dominus inpello
492,35,6,היי דרך חשך וחלקלקות מלאך יהוה רדף,γενηθης ἠμί οδος αὐτός σκοτος καίω ολισθημα καίω αγγελος κύριος καταδιώκω αὐτός,fio via ille tenebra et lubricus et angelus dominus persequor is,sum via is tenebra et lubricus et angelus dominus persequor is
493,35,7,כי חינם טמנו לי שחת רשת חינם חפר נפש,οἴομαι δωρεά ἐκρύπτω ἐγώ διαφθείρω παγῖς αὐτός μάτη ωνειδίζω τημ ψυχή ἐγώ,quoniam gratis abscondo ego interitus laques sui supervacuo exprobravo anima meus,quia frustra abscondo ego insidia retus sui sine causa fodio anima meus
494,35,8,תבואה שואה לא ידע רשת אשר טומן נלכד שואה יפל בה,ἔρχομαι αὐτός πάγνυμι ἠμί οὐδόω γιγνώσκω καίω ἠμί θήρ ἠμί ἐκρύπτω συλλαμβάνω αὐτός καίω εἶμι τῆ πάγειμι πίπτω εἶμι οὐτάω,venio ille laqueus qui ignoro et captio quam abscondo conprehendo is et in laqueus cado in ipse,venio is calamitas quam ignoro et res suus quod abscondo conprehendo is et cado in laquis
495,35,9,נפש התגרה יראה תשיש ישועה,ἠμί δέω ψυχη ἐγώ αγαλλίσσω ἕπομαι τίω κυριω τέρπω ἕπομαι τίω σωτερίζω αὐτάω,anima autem meus exsulto in dominus delecto super salutaris suus,anima autem meus exsulto in dominus et laeto in salus suus
496,35,10,כל עצם הגיד יהוה מי כמו מציל עני מחזק מן עני אביון גזל,παντάω τῷ οἶτα ἐγώ εἴρω κυρίω τις ομοιος σύ ρύομαι πτώκω ἵημι χειρος στερεός αὐτάω καίω πτώκω καίω φαίνω ἕπομαι τίνω διαρπάζω αυτον,omnis os meus dico dominus quis similis tuus eripio inops de manus fortius is egenum et pauper ab diripio is,omnis os meus dico dominus quis similis tuus eruenio inops ab validus et pauper et mendicus ab violentus
497,35,11,קם עד חמס אשר לא ידע נשאל,αναστής μαρτύρω αδίκτω α οὐκέω ἑγινόομαι ἥρως ἐγώ,surgo testis iniquis qui ignoro interrogo ego,surgo testis iniquis qui nescio interrogo ego
498,35,12,שילם רע תחת טוב שכול נפש,ανταπεδιδός ἐγώ πονηρ αμαι καλός καίω ἑτεκνίνω τῆ ψυχη ἐγώ,retribuo ego malum pro bonum sterilitas anima meus,reddo ego malum pro bonum sterilitas anima meus
499,35,13,אני חלם לבוש שק השיב צום נפש התפלל על חיק שב,εγω δέω εἶμι τίω αὐτός παρανοχλέω ἐγώ εἰνδύω σάκκω καίω εταπείνω εἶμι νηστεῖα τημ ψυχή ἐγώ καίω ἠμί πρόσχημι ἐγώ ἐίω κολπός ἐγώ αἰπτραφέω,ego autem cum ego molestus sum induo cilicius humilio in ieiunium anima meus et oratio meus in sinus meus converto,ego autem cum infirmo ab is induo cilicius humilio in ieiunium anima meus et oratio meus ad sinus meus reverto
500,35,14,רע אח לי התהלך כאב אם קדר שחותי,οἰδα πλησιός οἰδα αδελφός ἡμέτερος ουτώς ευηρεστός οἰδα πένθω καίω σκυθρωπάζω ουτώς ἑταπείνομαι,quasi proximus quasi frater noster sic conplacio quasi lugeo et contristo sic humilio,quasi ad amicus quasi ad frater meus sic ambulo quasi lugeo mater tristis incurvo
501,35,15,צל שמחה נאסף נאסף על נכה לא ידע קרע לא דם,καίω κητίω αἱρέω αὐφραίνω καίω συνίγνυμι συνίγνυμι εἶπον εἶμι μαστίξ καίω οὐκέω εγνων διασχίζω καίω οὐδόω κατενυγέω,et adverdo ego laeto sum et convenio congrego sum super ego flagella et ignoro,et in infirmitas meus laeto et congrego collecto sum adverdo ego percutio et nescio
502,35,16,כנף לעג מעוף חרק עלה עין,λειράω ἐγώ εξεμυκτηρις ἐγώ μυκτηρίσμος ἐβρύγω εἶπον εἶμι του οἶος αὐτός,dissipo sum nec conpungo tempto ego subsanno ego subsannatio frendeo super ego dens suus,scindo et non taceo in simulatio verbum fingo frendo contra ego dens suus
503,35,17,אדני כמה נראה השיב נפש משא מכפירים יחידה,κυρίω ποτέ ἔπομαι ἀποκαθίστημι τημ ψυχή ἐγώ ἕπομαι ὁ κακουργία αὐτός ἕπομαι λείς τημ μίνω ἐγώ,dominus quando respicio restio anima meus ab malignitas is ab leo unicus meus,dominus quantus aspicio convo anima meus ab calamito suus ab leo solitarius meus
504,35,18,ניחם קהל רב עם עצום אהללך,ἑξομολογέομαι σύ κυρίω εἶμι εκκλησίον πολλή εἶμι λανθάνω βάρομαι αἰνέω σύ,confiteor tu in ecclesia magnus in populus gravus laudo tu,confiteor tu in ecclesia grandus in populus fortis laudo tu
505,35,19,אל שימח לי איב שקר קינא חינם יקרצו עין,μή επιχαρέω ἐγώ οἶδα εχθραίνω ἐγώ αδικός οἶδα μισέω ἐγώ δωρεά καίω διανεύω οφθαλμός,non supergaudeo ego qui adversor ego inique qui oderor ego gratis et annuo oculus,non laeto super ego inimicus meus mendaces odio ego frustra conivens oculus
506,35,20,כי לא שלום דיבר על רגע ארץ דבר רם נחשב,οἴομαι εἶμι μέγειμι ειρηνικός Ολαλός καίω εἶπον οργή δόλος διαλογίζομαι,quoniam ego quidem pacifice loquor et in iracundia terra loquor dolus cogito,non enim pax loquor sed in rapina terra verba fraudulens concinno
507,35,21,הרחיב עלה פה אמר האח האח ראה עין,καίω επλατυνός εἶπον εἶμι τῷς στόμνω αὐτός εἶπον εὔγω εὔγω εἶδον οἶδα οφθαλμός εἶμι,et dilatavo super ego os suus dico eugeo eugeo vido oculus noster,et dilatavo super ego os suus dico va va vido oculus noster
508,35,22,יראה יהוה אל החרים אדני אל הרחיק מן,εἶδον κυρίω μή παρασιωπησής κυρίω μή αἰποστέω ἵημι αἱρέω,vido dominus ne silio dominus ne discedo ab ego,vido dominus ne taceo dominus ne elongeo ab ego
509,35,23,העיר הקיש משפט אלוהים אדון ריב,ἐεγερθάνομαι κυρίω καίω πρόσχω τῆ κρίνω ἐγώ ὁ θεος ἐγώ καίω ὁ κυριος ἐγώ ἐίω τημ δίκημι ἐγώ,exsurgo et intendo iudicium meus deus meus et dominus meus in causa meus,consurgo et evigo in iudicium meus deus meus et dominus in causa meus
510,35,24,שפט רחמן יהוה אלוהים אל שימח לי,κρίνω ἐγώ κάθημαι τημ δικαιόσυνος σύ κυρίω ὁ θεος ἐγώ καίω μή επιχαρέω ἐγώ,iudo ego secundum iustitia tuus dominus deus meus et non supergaudeo ego,iudo ego secundum iustitia meus dominus deus meus et ne insulto ego
511,35,25,אל נאמר לב האח נפש אל נאמר בלע,μή εἶπον εἶμι καρδιός αὐτός εὔγω εὔγω τῆ ψυχη εἶμι μηδέομαι εἶπον καταπίνω αυτον,non dico in cor suus eugeo eugeo anima noster nec dico devoro is,ne dico in cor suus va va va anima noster ne dico absorbuo is
512,35,26,יבש פרפר יחדיו חי רע לבש שת וכלמה מגדיל על,αἰσχύνω καίω ἑντραπείομαι αμαι οἶδα επιχαίρω ὁ κακός ἐγώ ονδύω αισχυνή καίω ἀντροπαίπω οἶδα μεγαλορορονέω εἶπον εἶμι,erubesco et revereo simul qui gratulor malus meus induo confusio et reverentia qui magnus loquor super ego,confundo et revereo pariter qui laeto in adflictio meus induo confusio et verecundia qui magnifico super ego
513,35,27,כיבד שמח חפץ צדק הגיד תמיד גידל יהוה חפץ שלום עבד,αγαλλίσσω καίω εὐφραίνω οἶδα θελός τημ δικαιόσυνος ἐγώ καίω ειπατόω δίω παντος μεγαλύνω ὁ κυριος οἶδα θελός τημ ειρηνός τις δουλόω αὐτάω,exsulto et laeto qui volo iustitia meus et dico semper magnifico dominus qui volo pax servus is,laudo et laeto qui volo iustitia meus et dico semper magnifico dominus qui volo pax servus sui
514,35,28,לשון תהגה צדק כל יום תהילה,καίω ἠμί γλωσσα ἐγώ μελετάω τημ δικαιόσυνος σύ ὁράω τημ ὁμεράω τίνω ἐπαίνω σύ,et lingua meus meditor iustitia tuus totus dies laus tuus,et lingua meus meditor iustitia tuus totus dies laus tuus
